id_venta,fecha_venta,id_empleado,antiguedad_vendedor,id_cliente,nombre_cliente,email_cliente,genero_cliente,edad_cliente,ciudad_cliente,region_cliente,canal_venta,producto,categoria_producto,precio_unitario,cantidad,descuento_pct
1523,2023-05-26,33,2,435,,user@gmail.com,Mujer,,Temuco,,App,Lavadora,,700000,2,0.5
1524,2023-10-20,24,10,90,María González,,Otro,-5,Talca,Araucanía,App,Perfume,Belleza,-1000,-1,
1525,2023-06-02,39,1,176,María González,cliente@mail.cl,Mujer,45,Valparaíso,Metropolitana,Web,Lavadora,Tecnología,35000,3,0.1
1526,2023-07-12,34,10,21,Ana Rojas,sin_email,,,Temuco,Araucanía,Tienda,Maquillaje,Electrohogar,750000,1,0
1527,2023-03-14,56,0,54,Luis Díaz,cliente@mail.cl,X,-5,Temuco,,CallCenter,Perfume,,99999999,2,0
1528,2023-11-01,28,50,184,Luis Díaz,correo@,,150,Talca,Biobío,CallCenter,Perfume,Tecnología,35000,3,0.1
1529,2023-12-10,37,5,359,Carlos Soto,sin_email,,-5,,Antofagasta,Web,Lavadora,,15000,1,1.5
1530,2023-05-20,7,5,222,Luis Díaz,user@gmail.com,Mujer,60,Santiago,Antofagasta,App,Maquillaje,Tecnología,99999999,2,0
1531,2023-07-06,68,-1,315,Ana Rojas,correo@,,18,Valparaíso,,Web,,Electrohogar,35000,3,-0.2
1532,2023-10-20,37,2,328,Juan Pérez,sin_email,X,18,Talca,Araucanía,CallCenter,Maquillaje,Belleza,35000,3,1.5
1533,2023-03-02,56,5,179,Juan Pérez,correo@,,18,Santiago,Metropolitana,App,Notebook,Electrohogar,35000,100,-0.2
1534,2023-07-17,65,50,276,Juan Pérez,,Hombre,18,Talca,,Tienda,Lavadora,Belleza,35000,3,0.5
1535,2023-10-22,65,0,112,Ana Rojas,cliente@mail.cl,Hombre,150,Antofagasta,Metropolitana,Web,Notebook,,99999999,100,0.5
1536,2023-11-15,47,2,224,María González,cliente@mail.cl,X,35,Talca,Biobío,Web,Notebook,,15000,0,1.5
1537,2023-10-29,20,1,214,María González,user@gmail.com,Hombre,,Talca,,App,Maquillaje,Electrohogar,-1000,-1,1.5
1538,2023-12-10,19,50,59,,,X,60,Antofagasta,,Web,Maquillaje,,700000,1,1.5
1539,2023-01-11,29,50,327,María González,correo@,Otro,25,Antofagasta,,App,Notebook,Tecnología,750000,-1,1.5
1540,2023-03-03,74,5,393,Ana Rojas,user@gmail.com,Hombre,60,Valparaíso,Antofagasta,Web,Notebook,Belleza,700000,-1,0.05
1541,2023-11-29,60,2,109,María González,sin_email,Hombre,35,Santiago,Araucanía,Web,Lavadora,,700000,100,
1542,2023-08-14,18,0,385,Luis Díaz,sin_email,,18,Valparaíso,Metropolitana,Web,Perfume,Tecnología,750000,-1,1.5
1543,2023-06-02,92,-1,157,Luis Díaz,user@gmail.com,Hombre,35,Santiago,Araucanía,App,Perfume,Tecnología,99999999,3,
1544,2023-07-18,35,10,191,María González,,Otro,45,Temuco,Araucanía,App,Perfume,Belleza,15000,100,1.5
1545,2023-02-21,43,10,200,Luis Díaz,correo@,,45,Valparaíso,Metropolitana,Web,Maquillaje,Electrohogar,750000,-1,0.5
1546,2023-09-17,95,0,312,Luis Díaz,,X,,Temuco,,CallCenter,Perfume,Tecnología,15000,100,-0.2
1547,2023-02-28,91,0,196,,correo@,Hombre,150,Temuco,Metropolitana,CallCenter,,Tecnología,99999999,0,
1548,2023-03-13,11,10,35,Juan Pérez,cliente@mail.cl,X,60,,,CallCenter,Notebook,Belleza,700000,100,0.5
1549,2023-05-28,49,-1,379,Luis Díaz,cliente@mail.cl,,60,Santiago,Metropolitana,App,Notebook,,15000,2,0
1550,2023-12-15,38,2,387,,correo@,Mujer,25,Antofagasta,,Web,Lavadora,Tecnología,99999999,3,0.05
1551,2023-03-04,64,10,246,Luis Díaz,cliente@mail.cl,Hombre,150,Talca,Metropolitana,CallCenter,Maquillaje,Electrohogar,99999999,1,0.05
1552,2023-11-06,69,0,237,Carlos Soto,user@gmail.com,Hombre,25,,Biobío,Web,Notebook,Tecnología,-1000,2,-0.2
1553,2023-08-31,8,5,104,Juan Pérez,user@gmail.com,Otro,45,Talca,,,Perfume,,750000,2,1.5
1554,2023-11-26,34,1,7,María González,correo@,X,18,Antofagasta,,CallCenter,Maquillaje,,-1000,2,0.5
1555,2023-04-17,48,-1,283,María González,sin_email,X,35,Antofagasta,,Web,Notebook,Tecnología,700000,-1,0
1556,2023-08-14,56,50,1,Juan Pérez,correo@,Hombre,25,Valparaíso,Antofagasta,Web,Notebook,,750000,100,0.5
1557,2023-11-09,76,-1,219,María González,sin_email,Mujer,-5,Santiago,Araucanía,App,Maquillaje,,700000,100,1.5
1558,2023-08-06,65,5,464,María González,cliente@mail.cl,X,25,Santiago,Antofagasta,CallCenter,Perfume,Electrohogar,-1000,-1,1.5
1559,2023-08-29,31,5,230,,,Otro,18,Temuco,Antofagasta,App,Notebook,,99999999,3,0.1
1560,2023-09-16,4,50,455,Luis Díaz,sin_email,Hombre,18,Santiago,Araucanía,Tienda,Lavadora,Electrohogar,700000,-1,0.5
1561,2023-09-19,50,0,172,Juan Pérez,correo@,Mujer,60,Santiago,Antofagasta,Web,Maquillaje,Belleza,750000,-1,-0.2
1562,2023-01-05,69,10,87,Juan Pérez,,Mujer,35,Valparaíso,Biobío,App,Maquillaje,Electrohogar,750000,-1,0.5
1563,2023-09-18,30,2,41,Carlos Soto,,Mujer,18,Talca,Antofagasta,CallCenter,Maquillaje,Electrohogar,700000,3,0.05
1564,2023-02-23,88,-1,123,Ana Rojas,user@gmail.com,X,150,Talca,Antofagasta,Web,Perfume,Tecnología,750000,3,0
1565,2023-02-16,59,50,331,Ana Rojas,cliente@mail.cl,Hombre,25,Santiago,Biobío,Tienda,Lavadora,Tecnología,99999999,0,
1566,2023-08-03,67,-1,298,María González,sin_email,,25,Antofagasta,Araucanía,Web,Lavadora,Electrohogar,99999999,0,-0.2
1567,2023-06-26,75,5,373,Juan Pérez,sin_email,Mujer,45,Antofagasta,,App,Lavadora,Tecnología,750000,0,0.1
1568,2023-01-09,45,10,417,Juan Pérez,cliente@mail.cl,X,18,Temuco,,Web,Perfume,Electrohogar,700000,0,0
1569,2023-04-09,4,-1,178,María González,correo@,,-5,Valparaíso,Biobío,CallCenter,,Belleza,-1000,100,0
1570,2023-01-20,26,2,63,Luis Díaz,user@gmail.com,Mujer,60,Antofagasta,Araucanía,CallCenter,Maquillaje,Belleza,750000,2,
1571,2023-08-29,27,5,484,María González,correo@,Otro,35,Temuco,Metropolitana,CallCenter,Maquillaje,,750000,2,0.05
1572,2023-03-02,46,2,165,Juan Pérez,user@gmail.com,Hombre,-5,Antofagasta,Araucanía,Web,Perfume,Electrohogar,750000,0,0.05
1573,2023-06-27,64,10,489,Luis Díaz,cliente@mail.cl,Hombre,60,,Antofagasta,Web,Perfume,,750000,0,0.05
1574,2023-12-04,91,-1,187,Ana Rojas,sin_email,Hombre,25,Temuco,Araucanía,App,Lavadora,Tecnología,700000,1,-0.2
1575,2023-03-03,51,1,383,María González,correo@,Mujer,-5,Antofagasta,Biobío,Web,Lavadora,Electrohogar,-1000,2,0.5
1576,2023-05-25,50,-1,209,Ana Rojas,user@gmail.com,Otro,60,Santiago,,Tienda,Perfume,,-1000,1,0
1577,2023-08-04,6,10,227,Luis Díaz,user@gmail.com,Mujer,25,Antofagasta,,App,Perfume,,15000,1,0.5
1578,2023-01-03,59,-1,432,Ana Rojas,user@gmail.com,Hombre,25,Talca,Antofagasta,,Perfume,Electrohogar,750000,-1,0.5
1579,2023-06-09,15,50,389,Luis Díaz,cliente@mail.cl,,25,Valparaíso,Araucanía,CallCenter,Lavadora,Electrohogar,750000,100,0.05
1580,2023-08-15,30,-1,48,,correo@,Otro,25,Valparaíso,,Tienda,Perfume,,15000,3,0.5
1581,2023-09-26,42,0,224,Ana Rojas,,Mujer,150,Talca,Metropolitana,CallCenter,Lavadora,Belleza,-1000,2,0
1582,2023-04-30,37,-1,3,Luis Díaz,correo@,,25,Antofagasta,Araucanía,CallCenter,Notebook,Electrohogar,35000,0,0
1583,2023-03-30,42,-1,372,Ana Rojas,user@gmail.com,Otro,45,Antofagasta,Araucanía,Web,Lavadora,Electrohogar,99999999,0,1.5
1584,2023-11-25,35,2,175,Luis Díaz,sin_email,Hombre,-5,Antofagasta,Araucanía,App,Perfume,Electrohogar,35000,3,0.1
1585,2023-03-09,87,1,446,Ana Rojas,cliente@mail.cl,,60,Valparaíso,Araucanía,Web,Notebook,,-1000,2,-0.2
1586,2023-12-23,6,2,99,Carlos Soto,user@gmail.com,,45,,Biobío,Tienda,Maquillaje,Tecnología,750000,0,0.5
1587,2023-04-08,68,2,116,Juan Pérez,user@gmail.com,Mujer,150,Talca,,,Notebook,,35000,0,-0.2
1588,2023-09-24,18,5,270,Ana Rojas,cliente@mail.cl,X,,Valparaíso,,Tienda,Lavadora,Electrohogar,700000,-1,-0.2
1589,2023-04-15,73,0,447,,sin_email,,,,Metropolitana,Web,,,700000,1,-0.2
1590,2023-11-19,29,2,368,Ana Rojas,user@gmail.com,Otro,45,,,CallCenter,Lavadora,Tecnología,15000,0,
1591,2023-05-03,77,50,253,Luis Díaz,cliente@mail.cl,Otro,18,Talca,Antofagasta,Web,Maquillaje,Electrohogar,-1000,100,1.5
1592,2023-01-29,59,10,317,Ana Rojas,sin_email,Otro,18,Santiago,Biobío,Web,Lavadora,,-1000,2,-0.2
1593,2023-05-17,47,50,415,María González,correo@,Mujer,18,Antofagasta,Antofagasta,CallCenter,Maquillaje,Belleza,35000,100,1.5
1594,2023-07-14,17,10,95,Ana Rojas,user@gmail.com,Hombre,35,Talca,Antofagasta,Web,Notebook,Electrohogar,750000,3,0
1595,2023-08-14,96,-1,273,María González,cliente@mail.cl,,18,Talca,Metropolitana,CallCenter,Notebook,,-1000,-1,
1596,2023-11-28,22,5,380,María González,sin_email,Mujer,60,Valparaíso,Biobío,Web,Lavadora,Tecnología,35000,2,0.5
1597,2023-06-19,68,0,24,,user@gmail.com,X,45,Talca,Araucanía,App,Notebook,,35000,-1,1.5
1598,2023-01-09,69,50,116,Luis Díaz,cliente@mail.cl,Otro,60,Antofagasta,Biobío,App,Notebook,Tecnología,99999999,1,0.1
1599,2023-02-09,37,0,151,Carlos Soto,sin_email,,-5,,Araucanía,App,Lavadora,Belleza,99999999,0,-0.2
1600,2023-01-25,49,50,338,Carlos Soto,correo@,Otro,18,Temuco,Metropolitana,Web,Lavadora,Electrohogar,-1000,2,
1601,2023-09-18,13,-1,50,Luis Díaz,user@gmail.com,Mujer,150,Antofagasta,Antofagasta,CallCenter,Perfume,,35000,3,0.1
1602,2023-08-14,34,10,206,Carlos Soto,correo@,Mujer,35,Talca,Araucanía,CallCenter,Maquillaje,Electrohogar,15000,1,0
1603,2023-05-04,86,1,498,Luis Díaz,cliente@mail.cl,Mujer,-5,Santiago,,Tienda,Perfume,,15000,1,0
1604,2023-02-07,53,5,335,Juan Pérez,sin_email,Mujer,150,Talca,Metropolitana,App,Notebook,,99999999,-1,0.05
1605,2023-11-24,87,50,79,Carlos Soto,cliente@mail.cl,X,35,,,Tienda,Notebook,Tecnología,-1000,1,-0.2
1606,2023-09-08,51,50,70,Luis Díaz,user@gmail.com,Hombre,,Valparaíso,Antofagasta,CallCenter,Lavadora,,750000,2,0.05
1607,2023-06-25,3,-1,27,Ana Rojas,correo@,Hombre,-5,Valparaíso,Araucanía,CallCenter,Perfume,Electrohogar,15000,-1,
1608,2023-03-31,42,5,271,Carlos Soto,correo@,Mujer,,Santiago,,CallCenter,Notebook,Tecnología,15000,1,0.1
1609,2023-02-06,98,10,50,Ana Rojas,user@gmail.com,,45,Talca,,App,Maquillaje,Belleza,99999999,3,0.5
1610,2023-11-12,32,10,292,Ana Rojas,cliente@mail.cl,,60,Antofagasta,Metropolitana,CallCenter,Maquillaje,Belleza,99999999,100,0.05
1611,2023-06-25,51,50,247,Luis Díaz,,,25,Santiago,,Tienda,Notebook,Electrohogar,-1000,2,0
1612,2023-10-11,85,1,264,María González,correo@,Hombre,60,Talca,Araucanía,,Maquillaje,Tecnología,99999999,3,-0.2
1613,2023-03-22,46,1,79,Luis Díaz,sin_email,,18,Santiago,,CallCenter,Perfume,,700000,3,0.1
1614,2023-04-24,21,0,387,María González,correo@,X,,Valparaíso,Araucanía,Web,Notebook,Belleza,35000,-1,1.5
1615,2023-02-09,44,5,190,Carlos Soto,user@gmail.com,X,150,Talca,Araucanía,Tienda,Lavadora,Belleza,15000,0,
1616,2023-10-28,11,5,47,Luis Díaz,cliente@mail.cl,,25,Valparaíso,Biobío,CallCenter,,Electrohogar,700000,-1,
1617,2023-08-12,68,10,461,Luis Díaz,correo@,Mujer,35,Antofagasta,Araucanía,App,Perfume,,750000,2,0
1618,2023-11-14,1,0,361,Ana Rojas,correo@,,,Temuco,Biobío,,Lavadora,Electrohogar,700000,2,1.5
1619,2023-12-15,92,-1,354,Carlos Soto,,Otro,45,Santiago,Araucanía,CallCenter,,,-1000,-1,
1620,2023-04-25,63,5,472,Carlos Soto,user@gmail.com,X,45,Antofagasta,,CallCenter,Maquillaje,,750000,0,0.5
1621,2023-07-05,24,0,488,,sin_email,X,,Talca,Araucanía,CallCenter,,,750000,-1,-0.2
1622,2023-11-19,99,0,352,Ana Rojas,user@gmail.com,Otro,,,Biobío,Web,Maquillaje,Belleza,99999999,2,0.5
1623,2023-02-25,13,50,189,Juan Pérez,sin_email,X,,Temuco,,,Lavadora,Tecnología,700000,0,
1624,2023-02-09,98,10,416,Carlos Soto,sin_email,,35,,Biobío,App,Notebook,Tecnología,-1000,2,0.5
1625,2023-12-20,11,0,256,Luis Díaz,user@gmail.com,,18,Talca,,App,Notebook,Electrohogar,15000,0,
1626,2023-02-09,51,1,222,Juan Pérez,cliente@mail.cl,Hombre,35,Antofagasta,Metropolitana,Web,Maquillaje,Electrohogar,99999999,0,-0.2
1627,2023-12-13,17,1,372,Luis Díaz,user@gmail.com,Mujer,-5,Santiago,Metropolitana,Tienda,,,700000,-1,-0.2
1628,2023-08-25,99,2,241,Ana Rojas,user@gmail.com,,150,Santiago,Metropolitana,Web,Notebook,Electrohogar,15000,-1,1.5
1629,2023-10-16,82,10,269,María González,sin_email,Mujer,,Santiago,Biobío,Web,,Electrohogar,700000,-1,0.5
1630,2023-09-19,86,50,1,Juan Pérez,sin_email,Hombre,150,Temuco,Araucanía,Web,Lavadora,,99999999,0,0.1
1631,2023-08-04,24,-1,34,Ana Rojas,user@gmail.com,,18,Antofagasta,,App,Perfume,Belleza,15000,0,1.5
1632,2023-05-27,19,2,446,Juan Pérez,correo@,Hombre,25,Temuco,Antofagasta,Web,Perfume,Belleza,99999999,2,-0.2
1633,2023-12-02,37,1,79,Carlos Soto,sin_email,,35,Santiago,Biobío,App,Lavadora,Tecnología,700000,3,0
1634,2023-06-17,85,50,236,Juan Pérez,sin_email,Hombre,18,Santiago,Antofagasta,,Lavadora,Electrohogar,750000,-1,
1635,2023-04-02,8,2,334,Juan Pérez,,X,150,Santiago,Araucanía,CallCenter,Notebook,Belleza,35000,100,1.5
1636,2023-12-19,28,10,377,,sin_email,Otro,25,Temuco,Araucanía,Web,,Tecnología,750000,2,0.05
1637,2023-02-28,5,50,349,Carlos Soto,cliente@mail.cl,,35,Temuco,,App,Maquillaje,Belleza,99999999,2,0.1
1638,2023-02-28,17,10,98,Ana Rojas,user@gmail.com,X,45,Temuco,Biobío,CallCenter,Perfume,,99999999,1,
1639,2023-10-31,36,0,82,Ana Rojas,user@gmail.com,Otro,35,Talca,,Web,Lavadora,Electrohogar,99999999,-1,1.5
1640,2023-06-18,19,5,455,Luis Díaz,correo@,Otro,60,Talca,,Web,Lavadora,Tecnología,15000,2,-0.2
1641,2023-09-26,64,0,477,Ana Rojas,sin_email,Otro,35,Antofagasta,Araucanía,CallCenter,,Belleza,-1000,1,-0.2
1642,2023-12-29,91,10,415,Juan Pérez,user@gmail.com,,60,Talca,Araucanía,Tienda,Notebook,Belleza,99999999,100,0.1
1643,2023-02-14,98,50,192,Juan Pérez,correo@,X,25,Valparaíso,Antofagasta,Tienda,Perfume,Tecnología,750000,100,0.05
1644,2023-12-11,11,1,253,Juan Pérez,cliente@mail.cl,,35,Temuco,Biobío,CallCenter,Maquillaje,,35000,-1,1.5
1645,2023-06-30,54,-1,409,Carlos Soto,cliente@mail.cl,,25,Santiago,Araucanía,CallCenter,,Electrohogar,99999999,0,1.5
1646,2023-06-19,45,1,38,Ana Rojas,correo@,Otro,25,Santiago,Metropolitana,,Lavadora,Belleza,99999999,1,0.5
1647,2023-12-22,47,50,14,Luis Díaz,correo@,X,150,Valparaíso,,App,Maquillaje,,99999999,0,0
1648,2023-07-10,12,0,392,Luis Díaz,user@gmail.com,,18,Valparaíso,Biobío,App,Perfume,Electrohogar,15000,100,-0.2
1649,2023-06-04,21,-1,347,Juan Pérez,correo@,Hombre,25,Santiago,,Tienda,Lavadora,Tecnología,99999999,100,1.5
1650,2023-07-07,11,50,310,Juan Pérez,sin_email,X,25,,Araucanía,Tienda,Notebook,Tecnología,750000,3,1.5
1651,2023-01-07,92,10,386,Juan Pérez,cliente@mail.cl,,150,Valparaíso,Metropolitana,App,Maquillaje,Belleza,700000,3,
1652,2023-05-13,5,1,209,,sin_email,Otro,150,Antofagasta,Biobío,CallCenter,Notebook,,-1000,3,
1653,2023-08-23,81,10,357,Luis Díaz,sin_email,X,35,Talca,,,Lavadora,Belleza,99999999,3,1.5
1654,2023-02-14,56,-1,462,Luis Díaz,correo@,,150,Temuco,Antofagasta,App,Perfume,Tecnología,15000,2,0.05
1655,2023-11-10,20,-1,89,Ana Rojas,sin_email,X,35,Santiago,Araucanía,App,Lavadora,Tecnología,750000,3,0
1656,2023-09-06,41,1,56,,user@gmail.com,Hombre,45,Talca,Araucanía,Tienda,Maquillaje,,99999999,2,1.5
1657,2023-01-31,46,10,94,María González,cliente@mail.cl,,150,Talca,,Web,Lavadora,,15000,2,0.1
1658,2023-01-23,12,2,93,,cliente@mail.cl,,18,Antofagasta,Metropolitana,Web,Perfume,,700000,-1,-0.2
1659,2023-06-09,70,10,340,Ana Rojas,correo@,Mujer,25,,Antofagasta,App,Notebook,Tecnología,35000,2,0.5
1660,2023-12-29,17,-1,85,Ana Rojas,correo@,Hombre,18,Temuco,Araucanía,App,,Belleza,99999999,2,
1661,2023-06-07,19,10,445,María González,correo@,Hombre,60,Talca,Antofagasta,Web,Lavadora,Belleza,750000,3,0.1
1662,2023-02-08,26,50,245,Carlos Soto,sin_email,X,,Valparaíso,Antofagasta,CallCenter,Notebook,Belleza,15000,2,-0.2
1663,2023-03-23,48,0,22,María González,user@gmail.com,Otro,150,Temuco,Araucanía,App,Lavadora,Belleza,15000,0,
1664,2023-12-22,52,2,291,María González,correo@,Mujer,25,Temuco,,Web,Lavadora,Electrohogar,99999999,3,0.05
1665,2023-09-15,96,5,485,Ana Rojas,cliente@mail.cl,Mujer,18,Talca,Biobío,Web,Maquillaje,Electrohogar,15000,1,
1666,2023-07-25,70,50,272,María González,user@gmail.com,,150,Temuco,,Web,Maquillaje,Tecnología,35000,3,0
1667,2023-03-18,55,0,306,María González,,,150,,Araucanía,App,Lavadora,,15000,2,0
1668,2023-01-12,75,5,122,,,Otro,,,Metropolitana,App,Maquillaje,Belleza,-1000,0,-0.2
1669,2023-10-22,33,1,128,Luis Díaz,user@gmail.com,,45,Santiago,Antofagasta,Web,Perfume,Belleza,-1000,3,0.1
1670,2023-08-12,62,5,113,Juan Pérez,correo@,Hombre,45,Talca,,Tienda,Perfume,Belleza,15000,0,0.5
1671,2023-01-13,88,50,427,Juan Pérez,user@gmail.com,Hombre,25,Santiago,Araucanía,App,Maquillaje,Electrohogar,99999999,1,0.05
1672,2023-02-15,23,10,273,Carlos Soto,sin_email,Mujer,60,Talca,,Tienda,Perfume,Electrohogar,-1000,100,-0.2
1673,2023-06-04,15,50,336,Juan Pérez,cliente@mail.cl,Hombre,45,,Araucanía,Web,,,750000,1,0.05
1674,2023-04-23,27,5,442,Ana Rojas,correo@,Hombre,,Valparaíso,Araucanía,App,Perfume,Tecnología,-1000,100,0
1675,2023-08-21,75,-1,130,Carlos Soto,sin_email,Mujer,45,Temuco,,Tienda,Lavadora,Electrohogar,15000,-1,1.5
1676,2023-01-17,64,0,132,María González,user@gmail.com,Hombre,60,,,CallCenter,Lavadora,,99999999,100,1.5
1677,2023-12-26,81,0,85,Luis Díaz,sin_email,,18,Talca,Antofagasta,Web,Lavadora,,700000,-1,0.5
1678,2023-08-11,51,5,423,,user@gmail.com,Hombre,45,Talca,Metropolitana,Tienda,Lavadora,Tecnología,99999999,3,0.05
1679,2023-12-20,53,0,482,Carlos Soto,cliente@mail.cl,Mujer,,Valparaíso,Araucanía,Web,Notebook,Tecnología,99999999,-1,-0.2
1680,2023-07-07,78,-1,350,Ana Rojas,correo@,Otro,35,Antofagasta,Biobío,CallCenter,Lavadora,,99999999,0,0.5
1681,2023-12-10,91,50,390,Ana Rojas,user@gmail.com,,,Santiago,,Web,Maquillaje,Electrohogar,750000,-1,
1682,2023-12-31,82,0,81,,correo@,Hombre,-5,Temuco,Araucanía,,,,35000,0,
1683,2023-06-12,92,5,487,Luis Díaz,sin_email,X,-5,,,CallCenter,Maquillaje,,15000,100,0.1
1684,2023-11-22,51,2,473,María González,cliente@mail.cl,X,45,Valparaíso,Antofagasta,Tienda,Lavadora,Electrohogar,35000,100,1.5
1685,2023-03-15,47,2,325,María González,sin_email,,18,Antofagasta,Metropolitana,CallCenter,Lavadora,Tecnología,700000,100,-0.2
1686,2023-08-21,4,1,69,Juan Pérez,,X,150,Temuco,Metropolitana,Tienda,Perfume,Electrohogar,35000,-1,0.05
1687,2023-08-12,7,0,148,Juan Pérez,cliente@mail.cl,Mujer,18,Temuco,Biobío,CallCenter,Notebook,Tecnología,15000,100,0.5
1688,2023-11-15,35,50,448,Luis Díaz,sin_email,,,Talca,Antofagasta,Tienda,Perfume,Tecnología,15000,-1,-0.2
1689,2023-03-01,48,5,16,María González,cliente@mail.cl,,25,Valparaíso,Antofagasta,App,Notebook,Belleza,700000,-1,0.5
1690,2023-12-01,73,0,307,Luis Díaz,sin_email,Otro,35,,Biobío,,Notebook,Electrohogar,15000,2,0.5
1691,2023-08-10,72,10,105,Ana Rojas,user@gmail.com,Otro,18,Santiago,,Web,Maquillaje,,700000,2,0.5
1692,2023-02-06,45,-1,165,Juan Pérez,user@gmail.com,,60,Temuco,,Tienda,Maquillaje,Electrohogar,700000,-1,0.05
1693,2023-10-05,81,0,488,Juan Pérez,user@gmail.com,,,Antofagasta,Metropolitana,Tienda,Notebook,,15000,0,-0.2
1694,2023-07-15,81,0,201,Juan Pérez,user@gmail.com,,35,,Metropolitana,CallCenter,Perfume,Belleza,-1000,3,0
1695,2023-12-18,97,2,197,,,X,-5,Valparaíso,Araucanía,App,Perfume,Belleza,700000,1,0
1696,2023-08-30,96,-1,426,María González,cliente@mail.cl,,,Antofagasta,,Tienda,Lavadora,,15000,2,0.05
1697,2023-11-20,72,5,185,,correo@,,35,Antofagasta,Metropolitana,Web,Notebook,Belleza,-1000,-1,
1698,2023-08-07,19,0,322,Carlos Soto,sin_email,,60,Talca,Antofagasta,App,Notebook,,700000,1,0.05
1699,2023-07-11,63,2,265,María González,,Otro,45,Temuco,Metropolitana,Web,Maquillaje,Belleza,-1000,2,1.5
1700,2023-01-17,38,1,363,Carlos Soto,cliente@mail.cl,X,60,Santiago,Antofagasta,CallCenter,Notebook,Tecnología,750000,3,0.5
1701,2023-01-12,67,-1,100,Luis Díaz,correo@,X,60,Valparaíso,Biobío,App,Notebook,,99999999,0,-0.2
1702,2023-07-12,59,2,342,Luis Díaz,user@gmail.com,Mujer,45,Temuco,Biobío,CallCenter,Lavadora,Tecnología,750000,-1,-0.2
1703,2023-01-22,69,2,320,María González,user@gmail.com,X,45,Santiago,,,Perfume,,-1000,3,0.1
1704,2023-04-30,13,50,214,,cliente@mail.cl,Hombre,45,Temuco,Araucanía,Tienda,Lavadora,Belleza,700000,2,0.1
1705,2023-07-29,47,2,278,Ana Rojas,,,45,Temuco,Araucanía,,Maquillaje,Belleza,15000,-1,0
1706,2023-11-02,61,50,162,Juan Pérez,user@gmail.com,,45,Temuco,Antofagasta,App,Lavadora,Tecnología,35000,1,0.1
1707,2023-09-27,31,0,439,Ana Rojas,cliente@mail.cl,Mujer,60,Temuco,Metropolitana,Tienda,Notebook,,15000,100,0.1
1708,2023-07-11,80,0,157,,correo@,X,25,Antofagasta,,CallCenter,Maquillaje,,35000,0,0
1709,2023-06-24,96,1,422,Luis Díaz,correo@,Mujer,25,Talca,,Tienda,Notebook,Tecnología,35000,2,1.5
1710,2023-10-12,22,10,251,María González,cliente@mail.cl,X,,Temuco,Antofagasta,Tienda,,Electrohogar,700000,0,
1711,2023-07-23,93,10,366,Carlos Soto,correo@,Otro,18,Temuco,,,Maquillaje,,-1000,-1,0
1712,2023-06-13,86,10,97,Juan Pérez,user@gmail.com,,25,Talca,Araucanía,,Maquillaje,Electrohogar,15000,100,
1713,2023-09-08,43,50,18,Juan Pérez,correo@,Otro,-5,Temuco,,Tienda,Maquillaje,,-1000,3,0.1
1714,2023-08-15,67,-1,327,Carlos Soto,user@gmail.com,Mujer,25,Talca,,,Maquillaje,Belleza,750000,0,-0.2
1715,2023-01-07,54,-1,449,Carlos Soto,user@gmail.com,Mujer,60,Antofagasta,Antofagasta,Tienda,Notebook,Tecnología,700000,1,0.1
1716,2023-01-29,10,1,383,,cliente@mail.cl,,45,Temuco,Araucanía,CallCenter,Maquillaje,Belleza,700000,2,0.5
1717,2023-02-02,42,-1,97,Luis Díaz,,,,Valparaíso,Metropolitana,,Perfume,Belleza,750000,1,
1718,2023-05-14,64,10,1,María González,user@gmail.com,,45,Talca,Biobío,Tienda,Maquillaje,Electrohogar,15000,0,
1719,2023-03-20,21,10,216,Luis Díaz,user@gmail.com,,150,Talca,Araucanía,App,Lavadora,Tecnología,99999999,100,0.5
1720,2023-02-27,80,2,132,María González,sin_email,,150,Antofagasta,Metropolitana,CallCenter,Lavadora,Tecnología,750000,3,0.5
1721,2023-01-26,76,-1,260,Juan Pérez,sin_email,Mujer,150,Antofagasta,,Tienda,Maquillaje,Tecnología,15000,3,1.5
1722,2023-08-14,66,0,125,Juan Pérez,sin_email,Mujer,60,Santiago,Antofagasta,Tienda,Maquillaje,Electrohogar,35000,1,0.05
1723,2023-10-12,41,0,82,Carlos Soto,user@gmail.com,Mujer,-5,Santiago,Metropolitana,,Maquillaje,,700000,-1,0.5
1724,2023-01-04,24,2,283,Ana Rojas,user@gmail.com,,25,Temuco,,Web,Notebook,,15000,-1,
1725,2023-04-09,35,2,171,María González,user@gmail.com,Otro,60,Talca,Araucanía,,Maquillaje,Tecnología,-1000,100,-0.2
1726,2023-02-08,56,2,59,Ana Rojas,cliente@mail.cl,Mujer,18,Talca,Antofagasta,Web,Lavadora,,-1000,3,
1727,2023-09-28,30,0,32,Carlos Soto,sin_email,Otro,,Talca,Antofagasta,,,Tecnología,700000,1,
1728,2023-10-12,57,10,161,Luis Díaz,sin_email,Mujer,45,Valparaíso,Araucanía,Web,Notebook,Belleza,750000,1,1.5
1729,2023-06-06,94,2,284,Juan Pérez,user@gmail.com,X,150,Temuco,Biobío,Web,Lavadora,Electrohogar,99999999,1,0.05
1730,2023-03-16,47,1,106,Juan Pérez,user@gmail.com,,35,Talca,Metropolitana,Web,Perfume,,750000,0,0.05
1731,2023-10-15,35,50,105,Juan Pérez,correo@,Otro,18,Antofagasta,Biobío,App,Maquillaje,,15000,100,0.5
